class,age,male,female
0,0 to 1,485.28,424.54
1,1 to 5,1859.41,1623.87
10,10 to 15,2664.69,2558.31
15,15 to 20,2627.12,2595.25
20,20 to 25,2601.31,2381.09
25,25 to 30,2441.02,2334.67
30,30 to 35,2278.19,2306.09
35,35 to 40,2165.4,2198.01
40,40 to 45,2006.26,1972.9
45,45 to 50,1766.61,1666.66
5,5 to 10,2399.64,2156.94
50,50 to 55,1474.41,1567.27
55,55 to 60,1314.55,1309.02
60,60 to 65,1130.42,1157.54
65,65 to 70,844.16,826.68
70,70 to 75,578.36,638.62
75,75 to 80,358.11,361.24
80,80 and over,295.16,321.56
