class,age,male,female
0,0 to 1,1370.05,1194.26
1,1 to 5,5249.55,4568.05
10,10 to 15,6974.42,6444.17
15,15 to 20,6652.12,6623.99
20,20 to 25,6859.77,6750.46
25,25 to 30,6842.28,6454.07
30,30 to 35,6718.3,6256.58
35,35 to 40,6261.8,5747.25
40,40 to 45,5519.54,5164.43
45,45 to 50,4883.27,4465.77
5,5 to 10,6249.14,5555.4
50,50 to 55,4117.96,4031.04
55,55 to 60,3728.36,3386.61
60,60 to 65,3081.77,2879.49
65,65 to 70,2172.15,1987.55
70,70 to 75,1421.53,1416.79
75,75 to 80,813.37,810.44
80,80 and over,721.47,689.74
