class,age,male,female
0,0 to 1,609.18,568.21
1,1 to 5,2334.17,2173.41
10,10 to 15,2987.76,2873.89
15,15 to 20,2349.41,2519.99
20,20 to 25,2348.49,2579.81
25,25 to 30,2443.65,2402.26
30,30 to 35,2185.68,2164.38
35,35 to 40,2107.35,2130.11
40,40 to 45,1990.02,2012.38
45,45 to 50,1774.79,1724.36
5,5 to 10,3136.81,2954.26
50,50 to 55,1482.42,1573.2
55,55 to 60,1314.5,1423.63
60,60 to 65,1346.15,1395.74
65,65 to 70,813.69,850.7
70,70 to 75,415.86,547.98
75,75 to 80,231.21,292.54
80,80 and over,168.53,234.27
