class,age,male,female
0,0 to 1,1064.61,1001.47
1,1 to 5,4079.21,3830.64
10,10 to 15,4401.96,4208.32
15,15 to 20,3601.36,3833.94
20,20 to 25,3620.54,3922.36
25,25 to 30,3895.74,3681.44
30,30 to 35,3631.48,3515.29
35,35 to 40,3455.97,3503.05
40,40 to 45,3223.38,3251.05
45,45 to 50,2963.11,2849.77
5,5 to 10,5100.08,4992.79
50,50 to 55,2397.89,2361.13
55,55 to 60,1940.81,2025.59
60,60 to 65,1759.85,2162.03
65,65 to 70,1213.32,1458.96
70,70 to 75,543.1,761
75,75 to 80,229.98,353.3
80,80 and over,166.07,255.38
