class,age,male,female
0,0 to 1,1486.51,1313.82
1,1 to 5,5695.78,5025.34
10,10 to 15,7863.72,7033.11
15,15 to 20,8841.01,8086.32
20,20 to 25,9814.77,8971.78
25,25 to 30,9487.69,9122.02
30,30 to 35,9360.64,8601.78
35,35 to 40,8741.06,8056.55
40,40 to 45,7719.05,6999.36
45,45 to 50,6796.04,6188.28
5,5 to 10,7127.67,6333.12
50,50 to 55,5784.27,5440.57
55,55 to 60,5218.11,4537.62
60,60 to 65,3913.22,3409.92
65,65 to 70,2838.61,2484.85
70,70 to 75,1887.87,1896.06
75,75 to 80,1299.92,1283.83
80,80 and over,1147.29,1196.67
