class,age,male,female
0,0 to 1,1792.59,1510.93
1,1 to 5,6868.57,5779.29
10,10 to 15,8740.23,8087.85
15,15 to 20,9093.88,8663.33
20,20 to 25,9166.67,8894.3
25,25 to 30,9192.17,8871.51
30,30 to 35,9147.25,8566.09
35,35 to 40,8777.36,7853.79
40,40 to 45,7560.41,7063.18
45,45 to 50,6617.26,6287.31
5,5 to 10,7923.7,7044.93
50,50 to 55,5761.13,5905.6
55,55 to 60,5495.61,5152.1
60,60 to 65,4713.29,4298.82
65,65 to 70,3437.49,3116.54
70,70 to 75,2307.57,2223.43
75,75 to 80,1424.83,1327.04
80,80 and over,1136.21,1048.55
