block_lgd,dtname,dtcode11,block_name,object_id,sum_population
03276,Anugul,384,ANUGUL,21-384-03276,193692.609375
03277,Anugul,384,ATHMALLIK,21-384-03277,138477.40625
03278,Anugul,384,BANARPAL,21-384-03278,179358.953125
03279,Anugul,384,CHHENDIPADA,21-384-03279,248524.890625
03280,Anugul,384,KANIHA,21-384-03280,152266.84375
03281,Anugul,384,KISHORENAGAR,21-384-03281,115077.4375
03282,Anugul,384,PALALAHADA,21-384-03282,155480.921875
03283,Anugul,384,TALACHER,21-384-03283,194383.859375
03284,Balangir,393,AGALPUR,21-393-03284,95322.9921875
03285,Balangir,393,BALANGIR,21-393-03285,229145.625
03286,Balangir,393,BANGOMUNDA,21-393-03286,149491.9375
03287,Balangir,393,BELPARA,21-393-03287,137408.53125
03288,Balangir,393,DEOGAON,21-393-03288,122991.109375
03289,Balangir,393,GUDVELLA,21-393-03289,74089.21875
03290,Balangir,393,KHAPRAKHOL,21-393-03290,114727.4765625
03291,Balangir,393,LOISINGA,21-393-03291,186714.0
03292,Balangir,393,MURIBAHAL,21-393-03292,125120.5859375
03293,Balangir,393,PATNAGARH,21-393-03293,180502.53125
03294,Balangir,393,PUINTALA,21-393-03294,127135.0859375
03295,Balangir,393,SAINTALA,21-393-03295,143388.703125
03296,Balangir,393,TITLAGARH,21-393-03296,180458.078125
03297,Balangir,393,TUREKELA,21-393-03297,123493.2421875
03298,Baleshwar,377,BAHANAGA,21-377-03298,157758.015625
03299,Baleshwar,377,BALESHWAR,21-377-03299,421035.53125
03300,Baleshwar,377,BALIAPAL,21-377-03300,234957.28125
03301,Baleshwar,377,BASTA,21-377-03301,170467.890625
03302,Baleshwar,377,BHOGRAI,21-377-03302,317632.4375
03303,Baleshwar,377,JALESWAR,21-377-03303,252477.34375
03304,Baleshwar,377,KHAIRA,21-377-03304,183010.796875
03305,Baleshwar,377,NILGIRI,21-377-03305,158717.609375
03306,Baleshwar,377,OUPADA,21-377-03306,97547.2421875
03307,Baleshwar,377,REMUNA,21-377-03307,158426.0
03308,Baleshwar,377,SIMULIA,21-377-03308,137640.5
03309,Baleshwar,377,SORO,21-377-03309,177363.375
03310,Bargarh,370,AMBABHONA,21-370-03310,83424.875
03311,Bargarh,370,ATTABIRA,21-370-03311,125134.453125
