class,age,male,female
0,0 to 1,2452.98,2279.02
1,1 to 5,9605.75,8909.04
10,10 to 15,12097.98,11517.88
15,15 to 20,10094.4,10051.48
20,20 to 25,9488.85,9467.21
25,25 to 30,9862.17,9416.08
30,30 to 35,9840.49,9795.33
35,35 to 40,9633.85,9103.73
40,40 to 45,8593.28,8455.67
45,45 to 50,7643.09,7443.54
5,5 to 10,11967.12,11145
50,50 to 55,6610.55,6661.59
55,55 to 60,5617.41,5992.89
60,60 to 65,5194.36,5360.2
65,65 to 70,3339.96,3630.36
70,70 to 75,1919.32,2493.27
75,75 to 80,1062.59,1529.89
80,80 and over,887.1,1204.36
