class,age,male,female
0,0 to 1,408.18,368.45
1,1 to 5,1598.42,1440.31
10,10 to 15,2376.39,2193.23
15,15 to 20,2409.13,2347.77
20,20 to 25,2684.77,2543.39
25,25 to 30,2641.54,2527.31
30,30 to 35,2480.43,2321.41
35,35 to 40,2300.02,2169.57
40,40 to 45,2105.23,1994.79
45,45 to 50,1886.36,1777.45
5,5 to 10,2074.77,1853.1
50,50 to 55,1619.31,1584.78
55,55 to 60,1392.91,1338.67
60,60 to 65,1166.02,1073.11
65,65 to 70,860.04,844.54
70,70 to 75,615.08,661.62
75,75 to 80,459.46,467.54
80,80 and over,365.43,394.85
