class,age,male,female
0,0 to 1,503.92,460.3
1,1 to 5,1973.33,1799.37
10,10 to 15,2610.43,2491.17
15,15 to 20,2619.41,2534.42
20,20 to 25,2656.19,2561.92
25,25 to 30,2624.25,2473.32
30,30 to 35,2438.66,2348.12
35,35 to 40,2302.42,2141.71
40,40 to 45,2041.21,1972.07
45,45 to 50,1873,1715.4
5,5 to 10,2521.12,2330.91
50,50 to 55,1500.29,1480.56
55,55 to 60,1324.46,1182.67
60,60 to 65,961.31,987.55
65,65 to 70,665.2,689.74
70,70 to 75,410.54,442.05
75,75 to 80,232.33,266.05
80,80 and over,184.02,205.94
