class,age,male,female
0,0 to 1,1357.22,1255.13
1,1 to 5,5314.8,4906.52
10,10 to 15,6483.15,6193.59
15,15 to 20,6476.21,6420.84
20,20 to 25,6218.12,5754.95
25,25 to 30,5965.44,5651.74
30,30 to 35,5800.77,5602.42
35,35 to 40,5537.38,5148.35
40,40 to 45,4977.95,4917.73
45,45 to 50,4477.47,4287.8
5,5 to 10,6159.03,5758.15
50,50 to 55,3906.77,3914.1
55,55 to 60,3496.56,3585.62
60,60 to 65,3262.39,3269.14
65,65 to 70,2246.69,2335.15
70,70 to 75,1409,1586.93
75,75 to 80,777.73,1001.58
80,80 and over,692.87,888.17
