class,age,male,female
0,0 to 1,1140.76,1059.37
1,1 to 5,4467.14,4141.25
10,10 to 15,5608.72,5341.54
15,15 to 20,4768.13,4745.56
20,20 to 25,4492.89,4445.49
25,25 to 30,4628.5,4415.51
30,30 to 35,4605.78,4570.43
35,35 to 40,4497.34,4242.89
40,40 to 45,4014.78,3952.1
45,45 to 50,3574.99,3475.62
5,5 to 10,5527.03,5149.17
50,50 to 55,3094.85,3116.86
55,55 to 60,2644.52,2809.31
60,60 to 65,2447.78,2517.86
65,65 to 70,1586.24,1715.32
70,70 to 75,921.3,1176.66
75,75 to 80,509.87,724.31
80,80 and over,429.27,578.44
