class,age,male,female
0,0 to 1,1783.41,1708.88
1,1 to 5,6983.73,6680.29
10,10 to 15,7955.95,7586.57
15,15 to 20,6219.72,6333.3
20,20 to 25,5853.68,6282.54
25,25 to 30,6556.07,6105.09
30,30 to 35,5999.98,5799.05
35,35 to 40,5684.47,5419.29
40,40 to 45,4905.25,4767.07
45,45 to 50,4441.88,4320.94
5,5 to 10,8799.08,8579.79
50,50 to 55,3679.06,3600.37
55,55 to 60,2977.09,3153.67
60,60 to 65,2589.85,2878.46
65,65 to 70,1693.25,2007.59
70,70 to 75,916.38,1233.48
75,75 to 80,456.6,660.55
80,80 and over,361.1,527.97
