class,age,male,female
0,0 to 1,1699.53,1589.7
1,1 to 5,6655.28,6214.38
10,10 to 15,8997.82,8536.59
15,15 to 20,7811.59,7525.78
20,20 to 25,7318.07,7484.09
25,25 to 30,7461.93,7293.86
30,30 to 35,6877.92,6805.85
35,35 to 40,6499.35,6551.15
40,40 to 45,6061.38,6225.43
45,45 to 50,5651.2,5570.98
5,5 to 10,9157.64,8400.94
50,50 to 55,4804.71,5013.93
55,55 to 60,4165.6,4079.15
60,60 to 65,3350.76,3407.12
65,65 to 70,2230.77,2300.17
70,70 to 75,1291.21,1603.68
75,75 to 80,774.26,975.67
80,80 and over,601.33,754.11
