class,age,male,female
0,0 to 1,1570.81,1434.82
1,1 to 5,6151.2,5608.95
10,10 to 15,8136.66,7765.14
15,15 to 20,8163.63,7898.31
20,20 to 25,8278.14,7984
25,25 to 30,8178.67,7708.27
30,30 to 35,7600.23,7318.39
35,35 to 40,7176.01,6674.87
40,40 to 45,6361.58,6145.85
45,45 to 50,5837.33,5345.7
5,5 to 10,7859.2,7266.51
50,50 to 55,4675.14,4613.37
55,55 to 60,4127.09,3684.93
60,60 to 65,2994.72,3077.12
65,65 to 70,2072.38,2149.17
70,70 to 75,1278.93,1377.03
75,75 to 80,723.54,828.73
80,80 and over,573.12,641.33
