class,age,male,female
0,0 to 1,1181.04,1105.53
1,1 to 5,4624.89,4321.71
10,10 to 15,6206.78,5889.13
15,15 to 20,5385.37,5201.15
20,20 to 25,5049.68,5183.87
25,25 to 30,5151.15,5034
30,30 to 35,4750.06,4699.19
35,35 to 40,4486.36,4520.24
40,40 to 45,4187.72,4303.82
45,45 to 50,3906.37,3847.82
5,5 to 10,6339.04,5821.59
50,50 to 55,3317.43,3462.83
55,55 to 60,2878.31,2819.43
60,60 to 65,2315.71,2355.44
65,65 to 70,1532.45,1581.28
70,70 to 75,883.6,1100.54
75,75 to 80,525.17,665.6
80,80 and over,408.27,512.42
