class,age,male,female
0,0 to 1,1427.26,1342.53
1,1 to 5,5589.08,5248.17
10,10 to 15,5901.45,5524
15,15 to 20,4378.53,4777.02
20,20 to 25,4514.35,4850.79
25,25 to 30,5181.71,4773.92
30,30 to 35,4619.12,4250.35
35,35 to 40,4062.31,3945.76
40,40 to 45,3763.94,3448.71
45,45 to 50,3147.97,2927.65
5,5 to 10,7061.55,6987.48
50,50 to 55,2516.96,2392.81
55,55 to 60,1885.71,2018.79
60,60 to 65,1900.31,2432.46
65,65 to 70,1260.47,1584.85
70,70 to 75,621.61,908.06
75,75 to 80,293.03,425.39
80,80 and over,227.14,385.37
