class,age,male,female
0,0 to 1,797.18,709.26
1,1 to 5,3121.71,2772.6
10,10 to 15,4165.01,3847.86
15,15 to 20,4163.34,4182.61
20,20 to 25,4503.28,4391.27
25,25 to 30,4392.01,4180.81
30,30 to 35,3998.19,3749.08
35,35 to 40,3596.67,3393.93
40,40 to 45,3174.57,3045.9
45,45 to 50,2823.45,2791.67
5,5 to 10,3796.34,3445.75
50,50 to 55,2490,2561.94
55,55 to 60,2230.75,2225.68
60,60 to 65,1899.47,1756.1
65,65 to 70,1319.09,1276.96
70,70 to 75,963.55,1022.55
75,75 to 80,697.99,703.07
80,80 and over,561.15,577.25
