class,age,male,female
0,0 to 1,331.77,310.6
1,1 to 5,1299.19,1214.18
10,10 to 15,1755.54,1666.58
15,15 to 20,1519.85,1464.56
20,20 to 25,1418.91,1455.67
25,25 to 30,1445.04,1414.43
30,30 to 35,1331.09,1321.37
35,35 to 40,1260.57,1274.94
40,40 to 45,1178.8,1214.39
45,45 to 50,1100.33,1086.74
5,5 to 10,1790.29,1642.18
50,50 to 55,935.4,978.27
55,55 to 60,811.68,796.13
60,60 to 65,653.01,665.17
65,65 to 70,432.69,447.64
70,70 to 75,249.41,311.31
75,75 to 80,148.28,188.49
80,80 and over,115.1,145
