class,age,male,female
0,0 to 1,766.08,712.5
1,1 to 5,2999.92,2785.28
10,10 to 15,3785.79,3636.17
15,15 to 20,3273.8,3324.94
20,20 to 25,2965,3156.99
25,25 to 30,3006.99,2975.35
30,30 to 35,2749.14,2862.15
35,35 to 40,2641.01,2745.29
40,40 to 45,2413.53,2515.59
45,45 to 50,2159.29,2099.67
5,5 to 10,4183.61,3951.19
50,50 to 55,1714.94,1911.62
55,55 to 60,1430.58,1603.73
60,60 to 65,1249.92,1536.03
65,65 to 70,762.98,949.1
70,70 to 75,434.13,610.73
75,75 to 80,221.85,303.15
80,80 and over,164.45,250.51
