class,age,male,female
0,0 to 1,1388.79,1262.67
1,1 to 5,5438.41,4935.96
10,10 to 15,7480,6956.26
15,15 to 20,7126.4,6809.95
20,20 to 25,7345.34,6876.04
25,25 to 30,7697.13,7245.88
30,30 to 35,7200.08,6547.05
35,35 to 40,6439.28,5908.1
40,40 to 45,5575.96,5219.72
45,45 to 50,5019.49,4672.18
5,5 to 10,7116.17,6552.21
50,50 to 55,4286.32,4168.86
55,55 to 60,3633.35,3363.99
60,60 to 65,2879.99,2766.06
65,65 to 70,2203.44,2075.3
70,70 to 75,1410.27,1539.74
75,75 to 80,1022.79,1066.47
80,80 and over,803.45,921.58
