class,age,male,female
0,0 to 1,303.44,283.48
1,1 to 5,1188.24,1108.17
10,10 to 15,1597.48,1512.68
15,15 to 20,1392.99,1335.65
20,20 to 25,1303.78,1331.49
25,25 to 30,1328.06,1295.78
30,30 to 35,1225,1210.03
35,35 to 40,1156.34,1162.59
40,40 to 45,1076.05,1103.86
45,45 to 50,1002.5,986.35
5,5 to 10,1628.61,1492.56
50,50 to 55,850.7,887.43
55,55 to 60,739.11,723.34
60,60 to 65,594,607.13
65,65 to 70,395.74,409.4
70,70 to 75,227.12,281.95
75,75 to 80,134.94,170.91
80,80 and over,104.38,132.14
