class,age,male,female
0,0 to 1,662.71,622.96
1,1 to 5,2595.14,2435.26
10,10 to 15,2889.69,2752.85
15,15 to 20,2378.77,2507.07
20,20 to 25,2380.19,2547.39
25,25 to 30,2538.66,2410.88
30,30 to 35,2356.6,2288.18
35,35 to 40,2196.53,2231.47
40,40 to 45,2047.82,2064.27
45,45 to 50,1875.72,1810.68
5,5 to 10,3354.08,3271.72
50,50 to 55,1527.1,1523.08
55,55 to 60,1233.71,1307.79
60,60 to 65,1126.48,1380.3
65,65 to 70,746.26,887.85
70,70 to 75,337.76,465.87
75,75 to 80,150.61,225.56
80,80 and over,106.87,165.14
