class,age,male,female
0,0 to 1,395.13,368.53
1,1 to 5,1547.31,1440.65
10,10 to 15,2012.2,1940.01
15,15 to 20,1574.25,1689.05
20,20 to 25,1560.3,1705.11
25,25 to 30,1608.69,1583.07
30,30 to 35,1425.77,1419.37
35,35 to 40,1340.31,1365.4
40,40 to 45,1270.84,1290.56
45,45 to 50,1132.41,1101.43
5,5 to 10,2141.33,2018.92
50,50 to 55,947.57,1006.77
55,55 to 60,828.05,898.43
60,60 to 65,840.26,878.63
65,65 to 70,486.87,511.52
70,70 to 75,253.06,335.11
75,75 to 80,145.34,184.48
80,80 and over,105.04,148.48
