class,age,male,female
0,0 to 1,921.8,867.13
1,1 to 5,3609.72,3389.75
10,10 to 15,3939.1,3764.58
15,15 to 20,3188.89,3391.02
20,20 to 25,3194.22,3456.49
25,25 to 30,3437.81,3250.07
30,30 to 35,3177.99,3072.17
35,35 to 40,2954.39,2993.71
40,40 to 45,2755.39,2775.82
45,45 to 50,2533.04,2433.86
5,5 to 10,4640.35,4543.59
50,50 to 55,2052.97,2020.84
55,55 to 60,1653.38,1724.96
60,60 to 65,1497.23,1835.23
65,65 to 70,984.2,1179.47
70,70 to 75,443.55,618.4
75,75 to 80,195.95,299.64
80,80 and over,141.29,217.36
