class,age,male,female
0,0 to 1,1305.26,1116.77
1,1 to 5,5111.33,4365.61
10,10 to 15,6992.47,6441.18
15,15 to 20,6672.65,6605.7
20,20 to 25,6908.99,6695.91
25,25 to 30,6796.28,6377.1
30,30 to 35,6681.48,6200.49
35,35 to 40,6097.33,5559.42
40,40 to 45,5349.64,4948.94
45,45 to 50,4695.34,4250.44
5,5 to 10,6249.75,5480.03
50,50 to 55,3975.14,3822.15
55,55 to 60,3559.51,3192.41
60,60 to 65,2931.65,2719.45
65,65 to 70,2002.39,1795.67
70,70 to 75,1347.82,1293.32
75,75 to 80,809.36,782.87
80,80 and over,730.87,677.75
