class,age,male,female
0,0 to 1,861.62,799.96
1,1 to 5,3374.06,3127.16
10,10 to 15,4285.06,4119.35
15,15 to 20,3731.88,3778.09
20,20 to 25,3379.3,3574.43
25,25 to 30,3408.76,3370.62
30,30 to 35,3118.02,3247.32
35,35 to 40,2994.3,3110.65
40,40 to 45,2733.52,2845.31
45,45 to 50,2445.1,2370.55
5,5 to 10,4690.22,4425.14
50,50 to 55,1941.15,2167.89
55,55 to 60,1633.05,1824.59
60,60 to 65,1430.26,1733.13
65,65 to 70,872.77,1066.92
70,70 to 75,506.58,697.67
75,75 to 80,264.56,351.7
80,80 and over,196.7,291.9
