class,age,male,female
0,0 to 1,1641.93,1548.08
1,1 to 5,6429.7,6051.69
10,10 to 15,7950.03,7602.93
15,15 to 20,6688.88,6789.96
20,20 to 25,6322.73,6369.89
25,25 to 30,6445.25,6097.1
30,30 to 35,6199.09,6199.05
35,35 to 40,5817.84,5559.64
40,40 to 45,5238.69,5392.57
45,45 to 50,4883.61,4694.57
5,5 to 10,7618.37,7372.87
50,50 to 55,4071.88,4337.32
55,55 to 60,3643.31,3948.05
60,60 to 65,3838.99,4043.62
65,65 to 70,2396.35,2632.68
70,70 to 75,1352.67,1712.14
75,75 to 80,702.56,1088.27
80,80 and over,627.81,952.03
