class,age,male,female
0,0 to 1,476.22,440.87
1,1 to 5,1864.86,1723.43
10,10 to 15,2550.77,2422.24
15,15 to 20,2848.07,2870.77
20,20 to 25,2823.04,2660.6
25,25 to 30,2737.31,2500.02
30,30 to 35,2629.34,2435.75
35,35 to 40,2451.62,2282.38
40,40 to 45,2211.24,2158.81
45,45 to 50,1974.74,1898.88
5,5 to 10,2137.52,1971.86
50,50 to 55,1731.67,1753.46
55,55 to 60,1548.85,1491.13
60,60 to 65,1298.58,1269.11
65,65 to 70,929.21,964.04
70,70 to 75,615.61,678.64
75,75 to 80,347.16,426.09
80,80 and over,294.86,333.22
