class,age,male,female
0,0 to 1,2004.52,1795.36
1,1 to 5,7849.6,7018.36
10,10 to 15,11558.94,10615.91
15,15 to 20,11901.3,11784.15
20,20 to 25,12853.61,12636.25
25,25 to 30,13579.02,13227.32
30,30 to 35,12570.75,11717.96
35,35 to 40,11146.53,10598.46
40,40 to 45,10284.66,9978.46
45,45 to 50,9211.49,9036.49
5,5 to 10,9913.29,8909.43
50,50 to 55,8415.32,8587.37
55,55 to 60,7697.07,7245.89
60,60 to 65,6191.75,5654.4
65,65 to 70,4558.74,4436.89
70,70 to 75,3458.88,3842.17
75,75 to 80,2840.2,2815.23
80,80 and over,2216.38,2271.38
