class,age,male,female
0,0 to 1,733.08,675.19
1,1 to 5,2870.69,2639.44
10,10 to 15,3732.3,3592.62
15,15 to 20,3984.35,3978.95
20,20 to 25,3860.48,3450.07
25,25 to 30,3675.48,3223.88
30,30 to 35,3370.34,3083.8
35,35 to 40,3108.08,2800.74
40,40 to 45,2684.31,2573.96
45,45 to 50,2354.67,2236.1
5,5 to 10,3270.19,3036.04
50,50 to 55,2067.5,2150.7
55,55 to 60,1936.02,1993.87
60,60 to 65,1881.48,1790.86
65,65 to 70,1341.86,1242.36
70,70 to 75,808.2,835.7
75,75 to 80,450.67,500.57
80,80 and over,395.38,447.83
