class,age,male,female
0,0 to 1,1459.92,1362.82
1,1 to 5,5716.98,5327.49
10,10 to 15,6708.21,6292.68
15,15 to 20,6101.97,6161.58
20,20 to 25,6232.45,6466.26
25,25 to 30,6549.96,6216.3
30,30 to 35,6157.14,5717.78
35,35 to 40,5537.2,5179.46
40,40 to 45,4990.47,4886.98
45,45 to 50,4593.71,4288.12
5,5 to 10,7055.07,6638.39
50,50 to 55,3824.98,3837.33
55,55 to 60,3308.69,3153.35
60,60 to 65,2662.38,2628.62
65,65 to 70,1722.16,1680.3
70,70 to 75,1003.13,1191.55
75,75 to 80,595.87,705.54
80,80 and over,476.93,553.75
