class,age,male,female
0,0 to 1,902.61,829.65
1,1 to 5,3534.59,3243.24
10,10 to 15,4600.91,4432.71
15,15 to 20,5057.29,5051.82
20,20 to 25,4924.45,4385.65
25,25 to 30,4663.52,4078.59
30,30 to 35,4289.69,3895.56
35,35 to 40,3945.17,3543.74
40,40 to 45,3415.77,3284.96
45,45 to 50,3002.73,2856.24
5,5 to 10,4011.67,3714.61
50,50 to 55,2646.55,2745.18
55,55 to 60,2463.11,2524.19
60,60 to 65,2361.63,2257.45
65,65 to 70,1700.96,1589.32
70,70 to 75,1031.91,1071.77
75,75 to 80,577.42,648.83
80,80 and over,508.4,577.65
