class,age,male,female
0,0 to 1,877.48,767.66
1,1 to 5,3436.18,3000.9
10,10 to 15,4973.92,4775.34
15,15 to 20,4836.29,4777.63
20,20 to 25,4760.3,4357.32
25,25 to 30,4468.53,4273.85
30,30 to 35,4133.09,4183.7
35,35 to 40,3840.49,3898.32
40,40 to 45,3560.38,3501.19
45,45 to 50,3135.56,2958.16
5,5 to 10,4566.07,4104.26
50,50 to 55,2622.3,2787.44
55,55 to 60,2323.98,2314.21
60,60 to 65,1994.29,2042.13
65,65 to 70,1418.55,1389.17
70,70 to 75,979.29,1081.33
75,75 to 80,631.13,636.65
80,80 and over,520.65,567.22
