class,age,male,female
0,0 to 1,2315.62,2063.54
1,1 to 5,9067.84,8066.7
10,10 to 15,12963.03,12191.36
15,15 to 20,12453.56,12866.11
20,20 to 25,12464.07,12945.83
25,25 to 30,12425.71,12851.4
30,30 to 35,11620.53,11603.9
35,35 to 40,10446.84,10519.05
40,40 to 45,9562.47,9641.05
45,45 to 50,8690.32,8931.53
5,5 to 10,11285.85,10233.63
50,50 to 55,7894.5,8348.82
55,55 to 60,7266.09,7151.35
60,60 to 65,6153.11,5803.12
65,65 to 70,4747.27,4601.42
70,70 to 75,3464.57,3822.24
75,75 to 80,2833.45,2850.98
80,80 and over,2048.84,2193.12
