class,age,male,female
0,0 to 1,1500.13,1441.49
1,1 to 5,5874.43,5635.01
10,10 to 15,6627.1,6320.44
15,15 to 20,5144.84,5251.54
20,20 to 25,4842.58,5237.84
25,25 to 30,5466.97,5077.76
30,30 to 35,4957.21,4775.13
35,35 to 40,4679.01,4465.17
40,40 to 45,4021.66,3902.4
45,45 to 50,3649.55,3549.72
5,5 to 10,7409.03,7253.96
50,50 to 55,3007.02,2931.82
55,55 to 60,2418.13,2559.18
60,60 to 65,2086.18,2341.88
65,65 to 70,1367.11,1639.52
70,70 to 75,733.63,992.56
75,75 to 80,359.55,520.56
80,80 and over,281.72,417.14
