class,age,male,female
0,0 to 1,636.14,578.3
1,1 to 5,2491.08,2260.66
10,10 to 15,3426.31,3187.52
15,15 to 20,3238.03,3099.48
20,20 to 25,3338.17,3130.58
25,25 to 30,3512.95,3313.82
30,30 to 35,3290.7,2994.21
35,35 to 40,2939.82,2695.08
40,40 to 45,2545.11,2385.22
45,45 to 50,2292.32,2134.09
5,5 to 10,3266.61,3007.6
50,50 to 55,1955.35,1908.64
55,55 to 60,1651.83,1537.38
60,60 to 65,1322.13,1271.95
65,65 to 70,1007.66,946.81
70,70 to 75,647.77,708.33
75,75 to 80,467.58,487.31
80,80 and over,366.58,419.44
