class,age,male,female
0,0 to 1,516.61,483.71
1,1 to 5,2023.02,1890.89
10,10 to 15,2730.85,2591.9
15,15 to 20,2363.66,2277.82
20,20 to 25,2205.91,2263.26
25,25 to 30,2246.3,2197.76
30,30 to 35,2068.47,2053.02
35,35 to 40,1958.38,1980.31
40,40 to 45,1830.74,1885.99
45,45 to 50,1709.09,1687.65
5,5 to 10,2785.2,2555.34
50,50 to 55,1452.11,1518.76
55,55 to 60,1259.88,1235.83
60,60 to 65,1013.02,1032.9
65,65 to 70,671.28,695.02
70,70 to 75,386.51,482.64
75,75 to 80,229.68,292.01
80,80 and over,178.21,224.59
