class,age,male,female
0,0 to 1,1416.8,1252.18
1,1 to 5,5548.11,4894.98
10,10 to 15,7736.63,6919.29
15,15 to 20,8578.94,7846.29
20,20 to 25,9467.14,8653.8
25,25 to 30,9154.7,8801.9
30,30 to 35,8951.42,8225.63
35,35 to 40,8171.65,7531.62
40,40 to 45,7220.41,6547.01
45,45 to 50,6357.88,5789.17
5,5 to 10,7148.8,6351.87
50,50 to 55,5422.4,5100.06
55,55 to 60,4862.52,4228.11
60,60 to 65,3638.65,3170.53
65,65 to 70,2513.99,2200.47
70,70 to 75,1684.6,1691.8
75,75 to 80,1207.32,1192.34
80,80 and over,1066.58,1112.45
