class,age,male,female
0,0 to 1,985.03,926.02
1,1 to 5,3857.32,3619.98
10,10 to 15,4269.2,4071.57
15,15 to 20,3507.56,3706.54
20,20 to 25,3530.98,3800.15
25,25 to 30,3792.82,3600.89
30,30 to 35,3515.28,3393.02
35,35 to 40,3264.45,3304.75
40,40 to 45,3033.93,3045.48
45,45 to 50,2780.74,2669.42
5,5 to 10,4963.77,4848.03
50,50 to 55,2252.76,2225.8
55,55 to 60,1816.21,1899.32
60,60 to 65,1641.24,2003.16
65,65 to 70,1084.87,1293.09
70,70 to 75,491.31,678.24
75,75 to 80,219.88,331.42
80,80 and over,158.9,245.63
