class,age,male,female
0,0 to 1,826.76,728.25
1,1 to 5,3237.54,2846.84
10,10 to 15,4454.38,4139.68
15,15 to 20,4908.53,4709.2
20,20 to 25,5314.11,4906.95
25,25 to 30,5352.24,5016.39
30,30 to 35,5054.12,4624.72
35,35 to 40,4626.56,4245.03
40,40 to 45,4197.65,3783.55
45,45 to 50,3727.62,3385.43
5,5 to 10,3972.17,3539.42
50,50 to 55,3164.98,3052.26
55,55 to 60,2904.34,2546.55
60,60 to 65,2267.55,2052.92
65,65 to 70,1642.15,1556.75
70,70 to 75,1171.06,1235.49
75,75 to 80,916.01,906.18
80,80 and over,728.62,770.19
