class,age,male,female
0,0 to 1,1111.95,1019.32
1,1 to 5,4354.34,3984.7
10,10 to 15,5735.43,5466.79
15,15 to 20,5658.66,5477.33
20,20 to 25,5669.56,5471.9
25,25 to 30,5599.15,5264.85
30,30 to 35,5196.9,5012.88
35,35 to 40,4906.11,4573.62
40,40 to 45,4349.99,4221.93
45,45 to 50,4012.43,3686.34
5,5 to 10,5568.84,5150.66
50,50 to 55,3216.64,3184.06
55,55 to 60,2843.8,2576.94
60,60 to 65,2091.89,2179.08
65,65 to 70,1454.14,1520.8
70,70 to 75,880.4,959.01
75,75 to 80,497.29,572.63
80,80 and over,388.55,438.52
