class,age,male,female
0,0 to 1,2362.51,2200.53
1,1 to 5,9251.47,8602.23
10,10 to 15,11317.02,10707.86
15,15 to 20,9355.46,9824.4
20,20 to 25,8951.89,9666.68
25,25 to 30,9415.26,9243.07
30,30 to 35,8615.7,8776.36
35,35 to 40,8171.63,8463.4
40,40 to 45,7642.54,7875.23
45,45 to 50,6800.26,6800.09
5,5 to 10,13245.92,12460.47
50,50 to 55,5589.98,5910.61
55,55 to 60,4261.2,4711.66
60,60 to 65,3563.72,4907.62
65,65 to 70,2425.12,3338.29
70,70 to 75,1155.07,1890.48
75,75 to 80,503.98,831.43
80,80 and over,404.91,680.27
