class,age,male,female
0,0 to 1,921.33,870.01
1,1 to 5,3607.88,3400.99
10,10 to 15,3952.59,3679.58
15,15 to 20,2961.63,3239.67
20,20 to 25,3058.22,3294.5
25,25 to 30,3472.53,3188.14
30,30 to 35,3091.79,2848.2
35,35 to 40,2739.19,2657.59
40,40 to 45,2515.83,2336.28
45,45 to 50,2123.73,1999.07
5,5 to 10,4708.85,4600.34
50,50 to 55,1679.25,1615.4
55,55 to 60,1256.2,1349.9
60,60 to 65,1201.95,1539.2
65,65 to 70,783.96,1000.75
70,70 to 75,385.31,568.44
75,75 to 80,181.66,265.92
80,80 and over,141.67,240.34
