class,age,male,female
0,0 to 1,903.35,835.59
1,1 to 5,3537.49,3266.45
10,10 to 15,4315.56,4122.86
15,15 to 20,4302.94,4267.15
20,20 to 25,4130.99,3826.51
25,25 to 30,3965.63,3757.08
30,30 to 35,3855.75,3725.14
35,35 to 40,3679.98,3422.29
40,40 to 45,3308.25,3269.51
45,45 to 50,2976.7,2850.73
5,5 to 10,4100.4,3835.09
50,50 to 55,2596.22,2602.64
55,55 to 60,2323.57,2384.1
60,60 to 65,2170.93,2176.53
65,65 to 70,1493.38,1552.97
70,70 to 75,935.64,1054.93
75,75 to 80,516.16,665.86
80,80 and over,459.88,590.41
