class,age,male,female
0,0 to 1,2425.23,2243.09
1,1 to 5,9497.09,8768.6
10,10 to 15,11594.74,11075.85
15,15 to 20,11530.46,11433.01
20,20 to 25,11065.64,10259.26
25,25 to 30,10635.75,10078.37
30,30 to 35,10348.71,10002.43
35,35 to 40,9885.06,9194.41
40,40 to 45,8884.65,8776.3
45,45 to 50,7989.15,7653.96
5,5 to 10,11027.43,10308.54
50,50 to 55,6969.32,6983.41
55,55 to 60,6229.74,6394.49
60,60 to 65,5811.31,5827.38
65,65 to 70,3995.85,4157.34
70,70 to 75,2501.41,2825.93
75,75 to 80,1380.8,1782.43
80,80 and over,1228.59,1576.63
