class,age,male,female
0,0 to 1,1068.92,988.52
1,1 to 5,4185.85,3864.29
10,10 to 15,5106.01,4877.97
15,15 to 20,5100.55,5056.95
20,20 to 25,4897.28,4532.5
25,25 to 30,4698.27,4451.22
30,30 to 35,4568.59,4412.37
35,35 to 40,4361.14,4054.75
40,40 to 45,3920.55,3873.12
45,45 to 50,3526.38,3377
5,5 to 10,4850.75,4535.02
50,50 to 55,3076.91,3082.68
55,55 to 60,2753.83,2823.98
60,60 to 65,2569.4,2574.72
65,65 to 70,1769.45,1839.13
70,70 to 75,1109.7,1249.84
75,75 to 80,612.53,788.83
80,80 and over,545.69,699.51
