class,age,male,female
0,0 to 1,1042.75,929.23
1,1 to 5,4083.36,3632.5
10,10 to 15,5837.99,5489.22
15,15 to 20,5614.93,5797.07
20,20 to 25,5625.35,5836.88
25,25 to 30,5611.41,5797.87
30,30 to 35,5247.6,5234.68
35,35 to 40,4717.4,4745.47
40,40 to 45,4318.24,4349.9
45,45 to 50,3923.43,4028.34
5,5 to 10,5082.47,4607.97
50,50 to 55,3563.21,3765.51
55,55 to 60,3279.36,3224.61
60,60 to 65,2774.74,2615.74
65,65 to 70,2139.42,2073.58
70,70 to 75,1561.74,1722.79
75,75 to 80,1277.12,1284.77
80,80 and over,924.44,989.1
