class,age,male,female
0,0 to 1,466.4,420.88
1,1 to 5,1826.38,1645.3
10,10 to 15,2713.22,2503.2
15,15 to 20,2753.59,2681.37
20,20 to 25,3068.27,2905.41
25,25 to 30,3018.21,2887.87
30,30 to 35,2835.56,2653.16
35,35 to 40,2628.8,2478.99
40,40 to 45,2405.11,2277.75
45,45 to 50,2154.61,2029.4
5,5 to 10,2370.45,2117.06
50,50 to 55,1849.44,1809.17
55,55 to 60,1591.68,1527.88
60,60 to 65,1330.65,1223.9
65,65 to 70,980.78,962.02
70,70 to 75,700.98,753.52
75,75 to 80,523.42,532.47
80,80 and over,416.72,450.12
