class,age,male,female
0,0 to 1,1019.54,943.39
1,1 to 5,3992.48,3687.87
10,10 to 15,5440.41,5161.03
15,15 to 20,6028.56,6060.35
20,20 to 25,5975.43,5639.77
25,25 to 30,5786.43,5282.89
30,30 to 35,5555.78,5164.1
35,35 to 40,5189.05,4835.84
40,40 to 45,4675.16,4571.74
45,45 to 50,4175.91,4012.94
5,5 to 10,4597.53,4240.11
50,50 to 55,3643.77,3695.2
55,55 to 60,3258.82,3140.43
60,60 to 65,2722.73,2682.5
65,65 to 70,1956.44,2041.61
70,70 to 75,1287.51,1430.14
75,75 to 80,728.63,901.79
80,80 and over,618.37,707.86
