class,age,male,female
0,0 to 1,454.07,406.56
1,1 to 5,1778.12,1589.32
10,10 to 15,2618.56,2398.36
15,15 to 20,2733.57,2685.74
20,20 to 25,2981.42,2899.57
25,25 to 30,3161.89,3051.24
30,30 to 35,2927.22,2703.14
35,35 to 40,2596.59,2446.42
40,40 to 45,2395.52,2303.33
45,45 to 50,2140.77,2078.61
5,5 to 10,2246.27,2015.09
50,50 to 55,1948.45,1973.45
55,55 to 60,1781.16,1661.03
60,60 to 65,1421.41,1292.07
65,65 to 70,1039.25,1010.55
70,70 to 75,789.84,875.81
75,75 to 80,647.28,640.3
80,80 and over,510.32,521.11
