class,age,male,female
0,0 to 1,1212.81,1061.09
1,1 to 5,4749.28,4147.98
10,10 to 15,6467.04,6006.32
15,15 to 20,7053.98,6760.92
20,20 to 25,7557.81,7024.81
25,25 to 30,7608.07,7158.11
30,30 to 35,7225.57,6632.5
35,35 to 40,6636.34,6068.33
40,40 to 45,5979.72,5415.64
45,45 to 50,5300.21,4842.49
5,5 to 10,5797.91,5164.52
50,50 to 55,4516.25,4391.82
55,55 to 60,4162.67,3684.38
60,60 to 65,3292.7,2984.31
65,65 to 70,2370.19,2232.95
70,70 to 75,1677.83,1749.22
75,75 to 80,1280.5,1258.24
80,80 and over,1018.94,1061.33
