class,age,male,female
0,0 to 1,974.01,911.85
1,1 to 5,3814.16,3564.58
10,10 to 15,5153.88,4892.68
15,15 to 20,4461.92,4299.62
20,20 to 25,4165.57,4273.51
25,25 to 30,4242.28,4152.41
30,30 to 35,3907.75,3879.22
35,35 to 40,3700.7,3742.9
40,40 to 45,3460.64,3565.14
45,45 to 50,3230.27,3190.37
5,5 to 10,5255.88,4821.07
50,50 to 55,2746.09,2871.92
55,55 to 60,2382.87,2337.22
60,60 to 65,1917.06,1952.75
65,65 to 70,1270.24,1314.14
70,70 to 75,732.18,913.92
75,75 to 80,435.29,553.35
80,80 and over,337.9,425.67
