class,age,male,female
0,0 to 1,958.12,884.39
1,1 to 5,3751.96,3457.23
10,10 to 15,4667.28,4471.22
15,15 to 20,4808.66,4779.21
20,20 to 25,4638.2,4235.84
25,25 to 30,4429.43,4086.88
30,30 to 35,4227.56,4003.66
35,35 to 40,3987.52,3666.74
40,40 to 45,3541.83,3470.12
45,45 to 50,3163.2,3022.79
5,5 to 10,4320.71,4028.12
50,50 to 55,2768.56,2804.09
55,55 to 60,2508.73,2573.49
60,60 to 65,2363.57,2333.29
65,65 to 70,1651.57,1658.27
70,70 to 75,1023.92,1123.88
75,75 to 80,567.63,700.34
80,80 and over,503.94,622.43
