class,age,male,female
0,0 to 1,663.57,553
1,1 to 5,2598.51,2161.78
10,10 to 15,3576.57,3244.79
15,15 to 20,3497.93,3194.71
20,20 to 25,3583.15,3156.63
25,25 to 30,3721.68,3436.34
30,30 to 35,3532.06,3307.76
35,35 to 40,3401.95,3025.4
40,40 to 45,2946.82,2626.91
45,45 to 50,2623.18,2383.69
5,5 to 10,3342.94,2799.66
50,50 to 55,2201.99,2294.55
55,55 to 60,2249.55,2102.97
60,60 to 65,2042.71,1781.81
65,65 to 70,1404.26,1242.99
70,70 to 75,953.13,915.39
75,75 to 80,682.61,627.43
80,80 and over,617.43,552.39
