class,age,male,female
0,0 to 1,985.27,869.92
1,1 to 5,3858.26,3400.68
10,10 to 15,5358.49,4965.5
15,15 to 20,5862.94,5633.27
20,20 to 25,6359.98,5907.35
25,25 to 30,6432.92,6056.15
30,30 to 35,6066.17,5559.04
35,35 to 40,5533.87,5095.74
40,40 to 45,5027.33,4569.54
45,45 to 50,4467.2,4091.2
5,5 to 10,4760.63,4244.97
50,50 to 55,3824.73,3708.58
55,55 to 60,3502.1,3097.42
60,60 to 65,2740.77,2480.66
65,65 to 70,1985.43,1885.64
70,70 to 75,1425.31,1512.68
75,75 to 80,1119.06,1107.58
80,80 and over,891.24,937.96
