class,age,male,female
0,0 to 1,813.29,685.5
1,1 to 5,3184.8,2679.71
10,10 to 15,4093.42,3787.88
15,15 to 20,4200.39,4001.52
20,20 to 25,4208.77,4083.75
25,25 to 30,4221.93,4074.68
30,30 to 35,4163.69,3899.17
35,35 to 40,3905.86,3494.87
40,40 to 45,3366.33,3144.96
45,45 to 50,2946.81,2799.9
5,5 to 10,3783.01,3363.46
50,50 to 55,2570.83,2635.32
55,55 to 60,2437.68,2285.34
60,60 to 65,2086.33,1902.87
65,65 to 70,1449.34,1314.01
70,70 to 75,980.33,944.57
75,75 to 80,630.03,586.78
80,80 and over,502.85,464.04
