class,age,male,female
0,0 to 1,1072.26,1011.42
1,1 to 5,4198.91,3953.81
10,10 to 15,5169.41,4943.77
15,15 to 20,4299.21,4370.6
20,20 to 25,4077.12,4121.77
25,25 to 30,4182.93,3960.33
30,30 to 35,4021.71,4018.15
35,35 to 40,3763.76,3591.84
40,40 to 45,3388.9,3485.41
45,45 to 50,3161.67,3041.76
5,5 to 10,4974.1,4821.95
50,50 to 55,2642.98,2815.23
55,55 to 60,2360.75,2565.48
60,60 to 65,2522.46,2648.26
65,65 to 70,1558.43,1704.78
70,70 to 75,877.06,1110.62
75,75 to 80,453.33,706.61
80,80 and over,408.07,620.41
