class,age,male,female
0,0 to 1,578.35,522.03
1,1 to 5,2264.8,2040.71
10,10 to 15,3371.98,3112.3
15,15 to 20,3417.79,3340.58
20,20 to 25,3802.05,3616.56
25,25 to 30,3773.01,3613.31
30,30 to 35,3532.59,3303.67
35,35 to 40,3261.75,3079.19
40,40 to 45,2991.53,2843.79
45,45 to 50,2681.33,2537.97
5,5 to 10,2933.21,2621.48
50,50 to 55,2317.25,2279.65
55,55 to 60,2004.02,1926
60,60 to 65,1674.51,1541.36
65,65 to 70,1236.18,1216.25
70,70 to 75,891.82,964.46
75,75 to 80,674.34,684.3
80,80 and over,534.37,573.91
