class,age,male,female
0,0 to 1,1163.31,1089.06
1,1 to 5,4555.45,4257.3
10,10 to 15,6155.79,5843.69
15,15 to 20,5331.06,5136.77
20,20 to 25,4977.46,5105.85
25,25 to 30,5068.84,4961.15
30,30 to 35,4669.21,4634.77
35,35 to 40,4421.9,4472.17
40,40 to 45,4134.85,4259.19
45,45 to 50,3859.45,3811.36
5,5 to 10,6276.8,5757.59
50,50 to 55,3281.1,3430.64
55,55 to 60,2847.01,2791.89
60,60 to 65,2289.82,2332.34
65,65 to 70,1517.61,1570.04
70,70 to 75,874.72,1091.79
75,75 to 80,520.23,661.28
80,80 and over,403.87,508.83
