class,age,male,female
0,0 to 1,1514.03,1326.06
1,1 to 5,6045.51,5285.78
10,10 to 15,8755.38,8382.75
15,15 to 20,8517.52,8393.98
20,20 to 25,8422.88,7718.64
25,25 to 30,7930.75,7586.55
30,30 to 35,7303.71,7351.03
35,35 to 40,6699.07,6762.76
40,40 to 45,6235.72,6109.57
45,45 to 50,5480.25,5164.48
5,5 to 10,8132.7,7306.87
50,50 to 55,4602.87,4860.95
55,55 to 60,4056.65,4018.47
60,60 to 65,3469.14,3525.16
65,65 to 70,2381.37,2325.66
70,70 to 75,1694.39,1864.72
75,75 to 80,1109.12,1118.57
80,80 and over,897.02,975.64
