class,age,male,female
0,0 to 1,1318.52,1225.54
1,1 to 5,5264.86,4885.07
10,10 to 15,6610.08,6290.05
15,15 to 20,5477.28,5497.58
20,20 to 25,5148.65,5198.87
25,25 to 30,5363.44,5140.82
30,30 to 35,5252.77,5243.26
35,35 to 40,5059.1,4836.12
40,40 to 45,4567.91,4521.9
45,45 to 50,4052.2,3958.96
5,5 to 10,6785.82,6330.12
50,50 to 55,3492.42,3540.28
55,55 to 60,2919.28,3125.81
60,60 to 65,2679.07,2851.82
65,65 to 70,1667.63,1860.86
70,70 to 75,969.64,1288.43
75,75 to 80,531.06,771.9
80,80 and over,433.02,597.31
