class,age,male,female
0,0 to 1,846.76,770.1
1,1 to 5,3381.1,3069.68
10,10 to 15,4757.79,4490.6
15,15 to 20,4513.39,4568.7
20,20 to 25,4551.4,4455.43
25,25 to 30,4474.17,4346.66
30,30 to 35,4155.53,3939.48
35,35 to 40,3659.07,3511.94
40,40 to 45,3304.68,3227.82
45,45 to 50,2970.28,2912.68
5,5 to 10,4282.94,3913.18
50,50 to 55,2693.89,2618.96
55,55 to 60,2192.75,2062.09
60,60 to 65,1713.77,1614.99
65,65 to 70,1252.38,1221.97
70,70 to 75,973.03,1073.37
75,75 to 80,695.21,714.04
80,80 and over,532.22,592.43
