class,age,male,female
0,0 to 1,1784.61,1571.34
1,1 to 5,7125.93,6263.49
10,10 to 15,10408.79,9915.27
15,15 to 20,10178.87,9978.03
20,20 to 25,10035.36,9190.27
25,25 to 30,9434.73,9081.05
30,30 to 35,8708.94,8800.89
35,35 to 40,7973.51,8140.53
40,40 to 45,7440.72,7325.38
45,45 to 50,6533.54,6204.83
5,5 to 10,9650.15,8684.22
50,50 to 55,5481.02,5873.83
55,55 to 60,4788.52,4915.26
60,60 to 65,4212.69,4440.63
65,65 to 70,2964.13,2941.87
70,70 to 75,2020.41,2248.27
75,75 to 80,1275.2,1307.09
80,80 and over,999.59,1128.77
